ABN MMS ID,Network Id,ABN035,Aleph ID,Network Number
990008641720108281,991143395879705501,(ABN)000864172ABN01,000864172-ABN01,(CH-ZuSLS)991143395879705501; (RERO)R009043614-41slsp; 126496803; (swissbib)126496803-41slsp_network
990000198310108281,991015552729705501,(ABN)000019831ABN01,000019831-ABN01,(CH-ZuSLS)991015552729705501; (IDSLU)000117603ILU01; (NEBIS)001043071EBI01; (IDSBB)000533875DSV01; (RERO)0954833-41slsp; (RERO)R006494978-41slsp; 228561957; (swissbib)228561957-41slsp_network
990001340730108281,991146988769705501,(ABN)000134073ABN01,000134073-ABN01,(CH-ZuSLS)991146988769705501; (OCoLC)64112383; (IDSSG)000352597HSB01; (IDSLU)000015178ILU01; (NEBIS)000338775EBI01; (IDSBB)000096181DSV01; (NEBIS)003567807EBI01; 239653262; (swissbib)239653262-41slsp_network
990003622310108281,991150969569705501,(ABN)000362231ABN01,000362231-ABN01,(CH-ZuSLS)991150969569705501; (IDSBB)002883194DSV01; (RERO)R003246669-41slsp; 232912718; (swissbib)232912718-41slsp_network
990003082210108281,991050455599705501,(ABN)000308221ABN01,000308221-ABN01,(CH-ZuSLS)991050455599705501; (NEBIS)005300351EBI01; (IDSSG)000440366HSB01; (IDSBB)004055975DSV01; 21690272X; (swissbib)21690272X-41slsp_network
990008537170108281,991044249859705501,(ABN)000853717ABN01,000853717-ABN01,(CH-ZuSLS)991044249859705501; (OCoLC)1101263540; (DE-599)DNB1185904808; (IDSBB)007131950DSV01; (NEBIS)011491221EBI01; 233412972; (swissbib)233412972-41slsp_network
990004259980108281,991130121869705501,(ABN)000425998ABN01,000425998-ABN01,(CH-ZuSLS)991130121869705501; (IDSBB)003284130DSV01; 045889740; (swissbib)045889740-41slsp_network
990004195080108281,991170889036505501,(ABN)000419508ABN01,000419508-ABN01,(CH-ZuSLS)991170889036505501; (ALEX)991294814101791; (ALEX)bv00510396
990003685970108281,991139692839705501,(ABN)000368597ABN01,000368597-ABN01,(CH-ZuSLS)991139692839705501; (IDSBB)002929201DSV01; (NEBIS)005878221EBI01; 219660468; (swissbib)219660468-41slsp_network
990008120390108281,991108318339705501,(ABN)000812039ABN01,000812039-ABN01,(CH-ZuSLS)991108318339705501; (OCoLC)990781376; (DE-599)DNB1135223459; (IDSSG)000953450HSB01; (IDSLU)001289554ILU01; (IDSBB)006710066DSV01; (NEBIS)010918086EBI01; 225897636; (swissbib)225897636-41slsp_network
990000959010108281,991081220709705501,(ABN)000095901ABN01,000095901-ABN01,(CH-ZuSLS)991081220709705501; (IDSBB)006888066DSV01; 073362514; (swissbib)073362514-41slsp_network
990008766410108281,991170646554305501,(ABN)000876641ABN01,000876641-ABN01,(CH-ZuSLS)991170646554305501; (DE-101)1222294303
990008512850108281,991072882929705501,(ABN)000851285ABN01,000851285-ABN01,(CH-ZuSLS)991072882929705501; (OCoLC)1077717340; (RERO)R008987933-41slsp; (IDSBB)007054214DSV01; 227243277; (swissbib)227243277-41slsp_network
990005297130108281,991047734949705501,(ABN)000529713ABN01,000529713-ABN01,(CH-ZuSLS)991047734949705501; (IDSSG)000807769HSB01; (IDSLU)000700211ILU01; (IDSBB)005397105DSV01; (NEBIS)005638981EBI01; 236854127; (swissbib)236854127-41slsp_network
990002883790108281,991049607129705501,(ABN)000288379ABN01,000288379-ABN01,(CH-ZuSLS)991049607129705501; (IDSLU)000500347ILU01; (IDSBB)003912537DSV01; (RERO)R004529610-41slsp; (NEBIS)005298928EBI01; 238343812; (swissbib)238343812-41slsp_network
990005391610108281,991100058229705501,(ABN)000539161ABN01,000539161-ABN01,(CH-ZuSLS)991100058229705501; (IDSBB)005033587DSV01; 060976349; (swissbib)060976349-41slsp_network
990000858540108281,991170945820505501,(ABN)000085854ABN01,000085854-ABN01,(CH-ZuSLS)991170945820505501; (ALEX)9912609544101791; (ALEX)bv001260954
990004490180108281,991137961739705501,(ABN)000449018ABN01,000449018-ABN01,(CH-ZuSLS)991137961739705501; (NEBIS)003965861EBI01; (IDSBB)000863832DSV01; (IDSSG)000780982HSB01; (IDSLU)000342487ILU01; 212569929; (swissbib)212569929-41slsp_network
990004878420108281,991159288399705501,(ABN)000487842ABN01,000487842-ABN01,(CH-ZuSLS)991159288399705501; (IDSLU)001277163ILU01; (NEBIS)003411503EBI01; (IDSBB)000744398DSV01; (RERO)0487548-41slsp; 239634691; (swissbib)239634691-41slsp_network
990007815170108281,991020347449705501,(ABN)000781517ABN01,000781517-ABN01,(CH-ZuSLS)991020347449705501; (DE-604)BV042769296; (OCoLC)920445203; (OCoLC)909053808; (IDSLU)001214979ILU01; (RERO)R008243999-41slsp; (NEBIS)010528532EBI01; (IDSBB)006430166DSV01; (IDSSG)000848888HSB01; 214426432; (swissbib)214426432-41slsp_network
990008716770108281,991048017319705501,(ABN)000871677ABN01,000871677-ABN01,(CH-ZuSLS)991048017319705501; (OCoLC)724033889; (IDSBB)005671648DSV01; 064188426; (swissbib)064188426-41slsp_network
990000182790108281,991102794779705501,(ABN)000018279ABN01,000018279-ABN01,(CH-ZuSLS)991102794779705501; (IDSLU)000062737ILU01; (NEBIS)006575348EBI01; (IDSBB)000799893DSV01; 215886925; (swissbib)215886925-41slsp_network
990008422130108281,991001339729705501,(ABN)000842213ABN01,000842213-ABN01,(CH-ZuSLS)991001339729705501; (OCoLC)932079359; (NEBIS)010785889EBI01; (IDSLU)001293795ILU01; 212829580; (swissbib)212829580-41slsp_network
990000728180108281,991157180559705501,(ABN)000072818ABN01,000072818-ABN01,(CH-ZuSLS)991157180559705501; (IDSSG)000032251HSB01; (NEBIS)001311218EBI01; (IDSBB)000114067DSV01; (IDSLU)000185566ILU01; (RERO)0425345-41slsp; 23592718X; (swissbib)23592718X-41slsp_network
990008844610108281,991070670729705501,(ABN)000884461ABN01,000884461-ABN01,(CH-ZuSLS)991070670729705501; (IDSBB)003559581DSV01; (IDSLU)000674187ILU01; (NEBIS)003169418EBI01; 218134002; (swissbib)218134002-41slsp_network
990002841970108281,991102654269705501,(ABN)000284197ABN01,000284197-ABN01,(CH-ZuSLS)991102654269705501; (NEBIS)004471898EBI01; (IDSSG)000264865HSB01; (IDSLU)000284616ILU01; (IDSBB)002736837DSV01; (RERO)R003304134-41slsp; 215452380; (swissbib)215452380-41slsp_network
990008424020108281,991139151489705501,(ABN)000842402ABN01,000842402-ABN01,(CH-ZuSLS)991139151489705501; (DE-599)DNB1114836737; (OCoLC)959986058; (RERO)R008866110-41slsp; (IDSLU)001330346ILU01; (NEBIS)010964378EBI01; (IDSSG)000914524HSB01; (IDSBB)006757107DSV01; 23585705X; (swissbib)23585705X-41slsp_network
990001208610108281,991056033479705501,(ABN)000120861ABN01,000120861-ABN01,(CH-ZuSLS)991056033479705501; (IDSLU)000364245ILU01; (NEBIS)004503063EBI01; (IDSBB)002780297DSV01; 212522264; (swissbib)212522264-41slsp_network
990002154850108281,991020250149705501,(ABN)000215485ABN01,000215485-ABN01,(CH-ZuSLS)991020250149705501; (IDSLU)000586578ILU01; (IDSBB)002947173DSV01; 214807991; (swissbib)214807991-41slsp_network
990007856120108281,991019518909705501,(ABN)000785612ABN01,000785612-ABN01,(CH-ZuSLS)991019518909705501; (OCoLC)908258581; (DE-599)DNB1070098558; (IDSBB)006804957DSV01; 070296251; (swissbib)070296251-41slsp_network
990004321870108281,991096597229705501,(ABN)000432187ABN01,000432187-ABN01,(CH-ZuSLS)991096597229705501; (IDSBB)006251087DSV01; 064242161; (swissbib)064242161-41slsp_network
990000491920108281,991084018909705501,(ABN)000049192ABN01,000049192-ABN01,(CH-ZuSLS)991084018909705501; (NEBIS)007790124EBI01; (NEBIS)003905914EBI01; (IDSLU)000016969ILU01; (IDSBB)000449441DSV01; (RERO)0547036-41slsp; 229200230; (swissbib)229200230-41slsp_network
990004452610108281,991008150289705501,(ABN)000445261ABN01,000445261-ABN01,(CH-ZuSLS)991008150289705501; (IDSLU)000810783ILU01; 009255648; (swissbib)009255648-41slsp_network
990007889070108281,991123508199705501,(ABN)000788907ABN01,000788907-ABN01,(CH-ZuSLS)991123508199705501; (OCoLC)780125332; (IDSBB)005944930DSV01; 066325722; (swissbib)066325722-41slsp_network
990004113760108281,991058638419705501,(ABN)000411376ABN01,000411376-ABN01,(CH-ZuSLS)991058638419705501; (IDSBB)003196014DSV01; (IDSSG)000360119HSB01; (NEBIS)005500437EBI01; (IDSLU)000773157ILU01; (RERO)R003728002-41slsp; 230058655; (swissbib)230058655-41slsp_network
990003075170108281,991159240039705501,(ABN)000307517ABN01,000307517-ABN01,(CH-ZuSLS)991159240039705501; (RERO)R004743015-41slsp; 106978675; (swissbib)106978675-41slsp_network
990003896640108281,991087883999705501,(ABN)000389664ABN01,000389664-ABN01,(CH-ZuSLS)991087883999705501; (IDSBB)003061816DSV01; 041185730; (swissbib)041185730-41slsp_network
990001323750108281,991008858289705501,(ABN)000132375ABN01,000132375-ABN01,(CH-ZuSLS)991008858289705501; (IDSBB)003724599DSV01; (NEBIS)002786201EBI01; (IDSLU)000703475ILU01; (RERO)bv00249624-41slsp; (RERO)0229028-41slsp; (IDSSG)000078361HSB01; 227266846; (swissbib)227266846-41slsp_network
990003297780108281,991125940079705501,(ABN)000329778ABN01,000329778-ABN01,(CH-ZuSLS)991125940079705501; (IDSLU)000858495ILU01; (NEBIS)005937863EBI01; (IDSBB)000847547DSV01; (RERO)R225580960-41slsp; 219868190; (swissbib)219868190-41slsp_network
990001168720108281,991093025639705501,(ABN)000116872ABN01,000116872-ABN01,(CH-ZuSLS)991093025639705501; (IDSLU)000247568ILU01; (NEBIS)004356661EBI01; (IDSBB)002605371DSV01; (RERO)R003269334-41slsp; 235570508; (swissbib)235570508-41slsp_network
990000945300108281,991119958929705501,(ABN)000094530ABN01,000094530-ABN01,(CH-ZuSLS)991119958929705501; (IDSBB)001586821DSV01; (NEBIS)008289959EBI01; 232868530; (swissbib)232868530-41slsp_network
990004625620108281,991069051609705501,(ABN)000462562ABN01,000462562-ABN01,(CH-ZuSLS)991069051609705501; (IDSLU)000810014ILU01; (IDSBB)004248605DSV01; (RERO)1021393-41slsp; 218947836; (swissbib)218947836-41slsp_network
990007435590108281,991063293369705501,(ABN)000743559ABN01,000743559-ABN01,(CH-ZuSLS)991063293369705501; (OCoLC)809184857; (IDSBB)006046333DSV01; (NEBIS)009711071EBI01; 216682967; (swissbib)216682967-41slsp_network
990008180000108281,991124803699705501,(ABN)000818000ABN01,000818000-ABN01,(CH-ZuSLS)991124803699705501; (OCoLC)909052551; (RERO)R008596093-41slsp; (IDSLU)001215342ILU01; (NEBIS)010469758EBI01; 239495551; (swissbib)239495551-41slsp_network
990000059170108281,991048840479705501,(ABN)000005917ABN01,000005917-ABN01,(CH-ZuSLS)991048840479705501; (IDSBB)006250698DSV01; 064212491; (swissbib)064212491-41slsp_network
990003945960108281,991062928249705501,(ABN)000394596ABN01,000394596-ABN01,(CH-ZuSLS)991062928249705501; (IDSLU)000755830ILU01; (IDSBB)004177411DSV01; (NEBIS)005215085EBI01; 226668371; (swissbib)226668371-41slsp_network
990002948460108281,991161136949705501,(ABN)000294846ABN01,000294846-ABN01,(CH-ZuSLS)991161136949705501; (IDSBB)000581465DSV01; (RERO)1077555-41slsp; 211459186; (swissbib)211459186-41slsp_network
990000105590108281,991075128749705501,(ABN)000010559ABN01,000010559-ABN01,(CH-ZuSLS)991075128749705501; (NEBIS)008159641EBI01; (IDSBB)001333552DSV01; (RERO)R270070860-41slsp; 230292704; (swissbib)230292704-41slsp_network
990007815110108281,991141927119705501,(ABN)000781511ABN01,000781511-ABN01,(CH-ZuSLS)991141927119705501; (OCoLC)909052789; (DE-599)DNB1070547263; (IDSLU)001216232ILU01; (RERO)R008217866-41slsp; (IDSBB)006417055DSV01; (NEBIS)010579239EBI01; 223015628; (swissbib)223015628-41slsp_network
990005668280108281,991084743469705501,(ABN)000566828ABN01,000566828-ABN01,(CH-ZuSLS)991084743469705501; (OCoLC)704546883; (OCoLC)724262825; (NEBIS)006499789EBI01; (IDSLU)000990372ILU01; (IDSBB)005631232DSV01; 217454488; (swissbib)217454488-41slsp_network
990006342940108281,991051381969705501,(ABN)000634294ABN01,000634294-ABN01,(CH-ZuSLS)991051381969705501; (OCoLC) ocn725228788; (IDSSG)000548191HSB01; (RERO)R007157951-41slsp; (IDSBB)005972944DSV01; (IDSLU)001036038ILU01; 228810868; (swissbib)228810868-41slsp_network
990000615500108281,991121674989705501,(ABN)000061550ABN01,000061550-ABN01,(CH-ZuSLS)991121674989705501; (IDSSG)000764002HSB01; (NEBIS)008112247EBI01; (IDSBB)000043883DSV01; (NEBIS)003961964EBI01; (RERO)0499424-41slsp; 233347739; (swissbib)233347739-41slsp_network
990000205270108281,991102131729705501,(ABN)000020527ABN01,000020527-ABN01,(CH-ZuSLS)991102131729705501; (NEBIS)003174862EBI01; (RERO)0568844-41slsp; (IDSBB)000073979DSV01; 221002308; (swissbib)221002308-41slsp_network
990001108180108281,991033366349705501,(ABN)000110818ABN01,000110818-ABN01,(CH-ZuSLS)991033366349705501; (NEBIS)007305950EBI01; (IDSBB)001321943DSV01; (IDSLU)000096370ILU01; 225227940; (swissbib)225227940-41slsp_network
990004678530108281,991131535719705501,(ABN)000467853ABN01,000467853-ABN01,(CH-ZuSLS)991131535719705501; (IDSBB)006530802DSV01; (IDSBB)000600575DSV01; (NEBIS)006578132EBI01; (RERO)0879403-41slsp; 237670038; (swissbib)237670038-41slsp_network
990003511960108281,991131126939705501,(ABN)000351196ABN01,000351196-ABN01,(CH-ZuSLS)991131126939705501; (IDSSG)000356937HSB01; (IDSBB)000817170DSV01; (NEBIS)002548212EBI01; (RERO)R279960060-41slsp; 234872527; (swissbib)234872527-41slsp_network
990000138900108281,991043585539705501,(ABN)000013890ABN01,000013890-ABN01,(CH-ZuSLS)991043585539705501; (RERO)0276749-41slsp; (IDSBB)000740159DSV01; (NEBIS)000570811EBI01; 23172442X; (swissbib)23172442X-41slsp_network
990001298720108281,991126049729705501,(ABN)000129872ABN01,000129872-ABN01,(CH-ZuSLS)991126049729705501; (SLB)vtls001402096; (IDSLU)000402060ILU01; 007052731; (swissbib)007052731-41slsp_network
990003777070108281,991036076019705501,(ABN)000377707ABN01,000377707-ABN01,(CH-ZuSLS)991036076019705501; (IDSBB)002967644DSV01; 041693167; (swissbib)041693167-41slsp_network
990008179140108281,991029843789705501,(ABN)000817914ABN01,000817914-ABN01,(CH-ZuSLS)991029843789705501; (NEBIS)000452214EBI01; 130805890; (swissbib)130805890-41slsp_network
990003016240108281,991014494039705501,(ABN)000301624ABN01,000301624-ABN01,(CH-ZuSLS)991014494039705501; (IDSBB)003788465DSV01; (NEBIS)010095072EBI01; 21891511X; (swissbib)21891511X-41slsp_network
990002801010108281,991170885896005501,(ABN)000280101ABN01,000280101-ABN01,(CH-ZuSLS)991170885896005501; (ALEX)991390494101791; (ALEX)bv00521629
990004859490108281,991157408649705501,(ABN)000485949ABN01,000485949-ABN01,(CH-ZuSLS)991157408649705501; (IDSBB)004940788DSV01; 060759364; (swissbib)060759364-41slsp_network
990006866310108281,991158796769705501,(ABN)000686631ABN01,000686631-ABN01,(CH-ZuSLS)991158796769705501; (OCoLC)808200974; (DE-599)DNB1021240362; (NEBIS)007362685EBI01; (IDSLU)001057374ILU01; (IDSBB)005941977DSV01; 211913782; (swissbib)211913782-41slsp_network
990001856500108281,991018603599705501,(ABN)000185650ABN01,000185650-ABN01,(CH-ZuSLS)991018603599705501; (NEBIS)004991321EBI01; (IDSBB)001263352DSV01; 21367159X; (swissbib)21367159X-41slsp_network
990000633870108281,991131659169705501,(ABN)000063387ABN01,000063387-ABN01,(CH-ZuSLS)991131659169705501; (IDSBB)006519740DSV01; (NEBIS)010771876EBI01; (IDSLU)000767955ILU01; 221773495; (swissbib)221773495-41slsp_network
990002649570108281,991063444059705501,(ABN)000264957ABN01,000264957-ABN01,(CH-ZuSLS)991063444059705501; (NEBIS)011012505EBI01; (IDSBB)006972717DSV01; (IDSBB)003728707DSV01; (NEBIS)005304364EBI01; 233095969; (swissbib)233095969-41slsp_network
990002931970108281,991139906299705501,(ABN)000293197ABN01,000293197-ABN01,(CH-ZuSLS)991139906299705501; (NEBIS)011109972EBI01; (IDSLU)000758876ILU01; (IDSBB)000342878DSV01; 213146355; (swissbib)213146355-41slsp_network
990000013980108281,991089192709705501,(ABN)000001398ABN01,000001398-ABN01,(CH-ZuSLS)991089192709705501; (NEBIS)004050044EBI01; 154245313; (swissbib)154245313-41slsp_network
990003648710108281,991012792329705501,(ABN)000364871ABN01,000364871-ABN01,(CH-ZuSLS)991012792329705501; (IDSBB)003436402DSV01; 048500259; (swissbib)048500259-41slsp_network
990004120360108281,991115009189705501,(ABN)000412036ABN01,000412036-ABN01,(CH-ZuSLS)991115009189705501; (IDSBB)003446503DSV01; 049610902; (swissbib)049610902-41slsp_network
990000506340108281,991095999669705501,(ABN)000050634ABN01,000050634-ABN01,(CH-ZuSLS)991095999669705501; (IDSBB)000133118DSV01; (NEBIS)003054812EBI01; 223081507; (swissbib)223081507-41slsp_network
990002899740108281,991070788439705501,(ABN)000289974ABN01,000289974-ABN01,(CH-ZuSLS)991070788439705501; (IDSSG)000259566HSB01; (IDSLU)000251017ILU01; (IDSBB)002644978DSV01; (NEBIS)004379557EBI01; (RERO)R003287721-41slsp; 215220013; (swissbib)215220013-41slsp_network
990001769820108281,991042291649705501,(ABN)000176982ABN01,000176982-ABN01,(CH-ZuSLS)991042291649705501; (NEBIS)004592456EBI01; (IDSBB)000705074DSV01; 234456671; (swissbib)234456671-41slsp_network
990004013280108281,991110734069705501,(ABN)000401328ABN01,000401328-ABN01,(CH-ZuSLS)991110734069705501; (IDSSG)000447276HSB01; (IDSBB)000885176DSV01; (NEBIS)008525944EBI01; 214249131; (swissbib)214249131-41slsp_network
990003801060108281,991061342949705501,(ABN)000380106ABN01,000380106-ABN01,(CH-ZuSLS)991061342949705501; (NEBIS)000835129EBI01; (IDSBB)000283224DSV01; 235534404; (swissbib)235534404-41slsp_network
990004997680108281,991013144679705501,(ABN)000499768ABN01,000499768-ABN01,(CH-ZuSLS)991013144679705501; (OCoLC)878313732; (IDSBB)003974158DSV01; (NEBIS)010936062EBI01; (RERO)0335982-41slsp; 222588616; (swissbib)222588616-41slsp_network
990002835050108281,991130677779705501,(ABN)000283505ABN01,000283505-ABN01,(CH-ZuSLS)991130677779705501; (IDSBB)003696506DSV01; 050716875; (swissbib)050716875-41slsp_network
990000542420108281,991141532039705501,(ABN)000054242ABN01,000054242-ABN01,(CH-ZuSLS)991141532039705501; (RERO)0409833-41slsp; (IDSBB)000633982DSV01; (NEBIS)001724880EBI01; (IDSLU)000189435ILU01; 219962995; (swissbib)219962995-41slsp_network
990005377760108281,991131747279705501,(ABN)000537776ABN01,000537776-ABN01,(CH-ZuSLS)991131747279705501; (IDSSG)000466740HSB01; (NEBIS)005711722EBI01; (RERO)R004834568-41slsp; (NEBIS)009641035EBI01; (IDSBB)004608656DSV01; (IDSLU)000581632ILU01; 231927657; (swissbib)231927657-41slsp_network
990000445940108281,991073115449705501,(ABN)000044594ABN01,000044594-ABN01,(CH-ZuSLS)991073115449705501; (SBT)000864476SBT01; (NEBIS)000088084EBI01; (IDSLU)000668875ILU01; (IDSBB)006518631DSV01; (RERO)0144888-41slsp; 215770757; (swissbib)215770757-41slsp_network
990008132280108281,991061668909705501,(ABN)000813228ABN01,000813228-ABN01,(CH-ZuSLS)991061668909705501; (IDSBB)006816543DSV01; 071807225; (swissbib)071807225-41slsp_network
990008762260108281,991170636282705501,(ABN)000876226ABN01,000876226-ABN01,(CH-ZuSLS)991170636282705501
990000544630108281,991029785249705501,(ABN)000054463ABN01,000054463-ABN01,(CH-ZuSLS)991029785249705501; (IDSLU)000027800ILU01; (IDSBB)001305527DSV01; (RERO)1180992-41slsp; (NEBIS)000548652EBI01; 243037139; (swissbib)243037139-41slsp_network
990003011140108281,991124582459705501,(ABN)000301114ABN01,000301114-ABN01,(CH-ZuSLS)991124582459705501; (RERO)1321436-41slsp; 085189421; (swissbib)085189421-41slsp_network
990005921320108281,991087847499705501,(ABN)000592132ABN01,000592132-ABN01,(CH-ZuSLS)991087847499705501; (IDSLU)000876982ILU01; (IDSBB)002507541DSV01; (RERO)R006270847-41slsp; 218421354; (swissbib)218421354-41slsp_network
990004299500108281,991049841489705501,(ABN)000429950ABN01,000429950-ABN01,(CH-ZuSLS)991049841489705501; (NEBIS)003965363EBI01; (IDSBB)001729593DSV01; (IDSLU)000192112ILU01; 22188825X; (swissbib)22188825X-41slsp_network
990000113430108281,991117477039705501,(ABN)000011343ABN01,000011343-ABN01,(CH-ZuSLS)991117477039705501; (IDSBB)000583876DSV01; (NEBIS)005444644EBI01; 235587516; (swissbib)235587516-41slsp_network
990005468680108281,991101472289705501,(ABN)000546868ABN01,000546868-ABN01,(CH-ZuSLS)991101472289705501; (OCoLC)551706958; (IDSBB)005227497DSV01; (NEBIS)006062809EBI01; (IDSLU)000923205ILU01; (IDSSG)000523454HSB01; 237732564; (swissbib)237732564-41slsp_network
990002915670108281,991108433139705501,(ABN)000291567ABN01,000291567-ABN01,(CH-ZuSLS)991108433139705501; (IDSBB)003122735DSV01; 042448530; (swissbib)042448530-41slsp_network
990007553530108281,991112379339705501,(ABN)000755353ABN01,000755353-ABN01,(CH-ZuSLS)991112379339705501; (OCoLC)884707344; (OCoLC)890532256; (DE-599)DNB1054020604; (IDSLU)001196984ILU01; (NEBIS)010438993EBI01; (IDSBB)006283699DSV01; 23375346X; (swissbib)23375346X-41slsp_network
990003678340108281,991110638599705501,(ABN)000367834ABN01,000367834-ABN01,(CH-ZuSLS)991110638599705501; (NEBIS)006182934EBI01; (IDSBB)001481553DSV01; 214197220; (swissbib)214197220-41slsp_network
990007354150108281,991143584009705501,(ABN)000735415ABN01,000735415-ABN01,(CH-ZuSLS)991143584009705501; (NEBIS)010007309EBI01; 197244491; (swissbib)197244491-41slsp_network
990008522580108281,991053632069705501,(ABN)000852258ABN01,000852258-ABN01,(CH-ZuSLS)991053632069705501; (NEBIS)001564192EBI01; (RERO)2094183-41slsp; 213631555; (swissbib)213631555-41slsp_network
990007334550108281,991075619969705501,(ABN)000733455ABN01,000733455-ABN01,(CH-ZuSLS)991075619969705501; (OCoLC)861225545; (IDSLU)001132994ILU01; 011811269; (swissbib)011811269-41slsp_network
990008865210108281,991170675843605501,(ABN)000886521ABN01,000886521-ABN01,(CH-ZuSLS)991170675843605501; (DE-101)122618443X
990005631250108281,991036344219705501,(ABN)000563125ABN01,000563125-ABN01,(CH-ZuSLS)991036344219705501; (IDSSG)000814907HSB01; 004531817; (swissbib)004531817-41slsp_network
990007827760108281,991170965482105501,(ABN)000782776ABN01,000782776-ABN01,(CH-ZuSLS)991170965482105501; (ALEX)9925838804101791; (ALEX)bv9925838804101791
990000867780108281,991045509899705501,(ABN)000086778ABN01,000086778-ABN01,(CH-ZuSLS)991045509899705501; (IDSBB)002477932DSV01; 037952986; (swissbib)037952986-41slsp_network
990001120790108281,991103952479705501,(ABN)000112079ABN01,000112079-ABN01,(CH-ZuSLS)991103952479705501; (IDSBB)002674609DSV01; (RERO)R003637509-41slsp; 215001966; (swissbib)215001966-41slsp_network
990000354790108281,991000721269705501,(ABN)000035479ABN01,000035479-ABN01,(CH-ZuSLS)991000721269705501; (NEBIS)006766437EBI01; (IDSBB)001645062DSV01; 24040758X; (swissbib)24040758X-41slsp_network
990003650220108281,991014583539705501,(ABN)000365022ABN01,000365022-ABN01,(CH-ZuSLS)991014583539705501; (IDSLU)000585719ILU01; (IDSBB)003924469DSV01; (NEBIS)004987349EBI01; 219025681; (swissbib)219025681-41slsp_network
990007600670108281,991113752209705501,(ABN)000760067ABN01,000760067-ABN01,(CH-ZuSLS)991113752209705501; (OCoLC)876148432; (IDSLU)001185791ILU01; (IDSBB)007023064DSV01; (RERO)R008008136-41slsp; 234801425; (swissbib)234801425-41slsp_network
990004808390108281,991119201359705501,(ABN)000480839ABN01,000480839-ABN01,(CH-ZuSLS)991119201359705501; (NEBIS)009070513EBI01; 191126519; (swissbib)191126519-41slsp_network
990000514420108281,991154178149705501,(ABN)000051442ABN01,000051442-ABN01,(CH-ZuSLS)991154178149705501; (IDSBB)000811440DSV01; (IDSSG)000488121HSB01; (IDSLU)000222393ILU01; (NEBIS)007816662EBI01; (RERO)1856949-41slsp; 210975792; (swissbib)210975792-41slsp_network
990003764970108281,991125768799705501,(ABN)000376497ABN01,000376497-ABN01,(CH-ZuSLS)991125768799705501; (IDSBB)002960073DSV01; (NEBIS)004700011EBI01; (RERO)0321158-41slsp; 219671133; (swissbib)219671133-41slsp_network
990000838660108281,991097276959705501,(ABN)000083866ABN01,000083866-ABN01,(CH-ZuSLS)991097276959705501; (IDSBB)000993755DSV01; (NEBIS)001333334EBI01; (RERO)1816099-41slsp; 23174563X; (swissbib)23174563X-41slsp_network
990003034220108281,991109815589705501,(ABN)000303422ABN01,000303422-ABN01,(CH-ZuSLS)991109815589705501; (NEBIS)009442921EBI01; (IDSBB)002060315DSV01; (RERO)0189440-41slsp; 228163684; (swissbib)228163684-41slsp_network
990003984190108281,991151420149705501,(ABN)000398419ABN01,000398419-ABN01,(CH-ZuSLS)991151420149705501; (IDSBB)002610376DSV01; (RERO)1600629-41slsp; 233026681; (swissbib)233026681-41slsp_network
990004033150108281,991051264109705501,(ABN)000403315ABN01,000403315-ABN01,(CH-ZuSLS)991051264109705501; (IDSBB)003133076DSV01; (NEBIS)006319656EBI01; (RERO)1209095-41slsp; 212938517; (swissbib)212938517-41slsp_network
990003048800108281,991099098229705501,(ABN)000304880ABN01,000304880-ABN01,(CH-ZuSLS)991099098229705501; (NEBIS)005420450EBI01; (IDSBB)000811363DSV01; 22849317X; (swissbib)22849317X-41slsp_network
990002946660108281,991081126819705501,(ABN)000294666ABN01,000294666-ABN01,(CH-ZuSLS)991081126819705501; (IDSBB)000459780DSV01; (IDSSG)000093929HSB01; (IDSLU)000557406ILU01; (NEBIS)001753123EBI01; (RERO)0721461-41slsp; 213241803; (swissbib)213241803-41slsp_network
990003032460108281,991036079279705501,(ABN)000303246ABN01,000303246-ABN01,(CH-ZuSLS)991036079279705501; (RERO)R006200927-41slsp; (IDSSG)000838354HSB01; (NEBIS)005887829EBI01; (IDSBB)004083853DSV01; 235230901; (swissbib)235230901-41slsp_network
990006651500108281,991106164639705501,(ABN)000665150ABN01,000665150-ABN01,(CH-ZuSLS)991106164639705501; (OCoLC)767780604; (OCoLC)767940978; (NEBIS)006746198EBI01; (IDSBB)005853042DSV01; (IDSLU)001027191ILU01; (RERO)R006338749-41slsp; 233420754; (swissbib)233420754-41slsp_network
990002702660108281,991108610789705501,(ABN)000270266ABN01,000270266-ABN01,(CH-ZuSLS)991108610789705501; (NEBIS)000312730EBI01; (IDSBB)000058218DSV01; (IDSLU)000007743ILU01; (IDSSG)000189358HSB01; 222071753; (swissbib)222071753-41slsp_network
990000440710108281,991156648849705501,(ABN)000044071ABN01,000044071-ABN01,(CH-ZuSLS)991156648849705501; (NEBIS)009152401EBI01; (IDSBB)000804429DSV01; (IDSLU)000040642ILU01; (RERO)1426306-41slsp; 219216800; (swissbib)219216800-41slsp_network
990005566090108281,991000230489705501,(ABN)000556609ABN01,000556609-ABN01,(CH-ZuSLS)991000230489705501; (IDSLU)000633365ILU01; (NEBIS)005865994EBI01; 225141582; (swissbib)225141582-41slsp_network
990004167160108281,991023029779705501,(ABN)000416716ABN01,000416716-ABN01,(CH-ZuSLS)991023029779705501; (IDSBB)003381144DSV01; 046061282; (swissbib)046061282-41slsp_network
